date,day,pages,reason
1937-01-12,Tuesday,6,
1937-01-13,Wednesday,6,
1937-01-14,Thursday,6,
1937-01-15,Friday,6,
1937-01-16,Saturday,2,
1937-01-17,Sunday,0,Sunday
1937-01-18,Monday,5,
1937-01-19,Tuesday,6,
1937-01-20,Wednesday,6,
1937-01-21,Thursday,6,
1937-01-22,Friday,6,
1937-01-23,Saturday,2,
1937-01-24,Sunday,0,Sunday
1937-01-25,Monday,6,
1937-01-26,Tuesday,6,
1937-01-27,Wednesday,6,
1937-01-28,Thursday,6,
1937-01-29,Friday,6,
1937-01-30,Saturday,2,
1937-01-31,Sunday,0,Sunday
1937-02-01,Monday,0,Anniversary Day
1937-02-02,Tuesday,6,
1937-02-03,Wednesday,6,
1937-02-04,Thursday,6,
1937-02-05,Friday,6,
1937-02-06,Saturday,2,
1937-02-07,Sunday,0,Sunday
1937-02-08,Monday,6,
1937-02-09,Tuesday,6,
1937-02-10,Wednesday,6,
1937-02-11,Thursday,6,
1937-02-12,Friday,6,
1937-02-13,Saturday,2,
1937-02-14,Sunday,0,Sunday
1937-02-15,Monday,6,
1937-02-16,Tuesday,6,
1937-02-17,Wednesday,6,
1937-02-18,Thursday,6,
1937-02-19,Friday,6,
1937-02-20,Saturday,2,
1937-02-21,Sunday,0,Sunday
1937-02-22,Monday,6,
1937-02-23,Tuesday,6,
1937-02-24,Wednesday,6,
1937-02-25,Thursday,4,
1937-02-26,Friday,6,
1937-02-27,Saturday,2,
1937-02-28,Sunday,0,Sunday
1937-03-01,Monday,6,
1937-03-02,Tuesday,6,
1937-03-03,Wednesday,6,
1937-03-04,Thursday,6,
1937-03-05,Friday,6,
1937-03-06,Saturday,2,
1937-03-07,Sunday,0,Sunday
1937-03-08,Monday,6,
1937-03-09,Tuesday,6,
1937-03-10,Wednesday,6,
1937-03-11,Thursday,6,
1937-03-12,Friday,6,
1937-03-13,Saturday,2,
1937-03-14,Sunday,0,Sunday
1937-03-15,Monday,6,
1937-03-16,Tuesday,6,
1937-03-17,Wednesday,6,
1937-03-18,Thursday,6,
1937-03-19,Friday,6,
1937-03-20,Saturday,2,
1937-03-21,Sunday,0,Sunday
1937-03-22,Monday,6,
1937-03-23,Tuesday,6,
1937-03-24,Wednesday,4,
1937-03-25,Thursday,0,No pages
1937-03-26,Friday,0,Good Friday
1937-03-27,Saturday,0,Easter Saturday
1937-03-28,Sunday,0,Sunday
1937-03-29,Monday,0,Easter Monday
1937-03-30,Tuesday,0,No pages
1937-03-31,Wednesday,0,No pages
1937-04-01,Thursday,9,
1937-04-02,Friday,9,
1937-04-03,Saturday,3,
1937-04-04,Sunday,0,Sunday
1937-04-05,Monday,9,
1937-04-06,Tuesday,9,
1937-04-07,Wednesday,9,
1937-04-08,Thursday,9,
1937-04-09,Friday,9,
1937-04-10,Saturday,3,
1937-04-11,Sunday,0,Sunday
1937-04-12,Monday,9,
1937-04-13,Tuesday,9,
1937-04-14,Wednesday,9,
1937-04-15,Thursday,9,
1937-04-16,Friday,9,
1937-04-17,Saturday,3,
1937-04-18,Sunday,0,Sunday
1937-04-19,Monday,9,
1937-04-20,Tuesday,10,
1937-04-21,Wednesday,9,
1937-04-22,Thursday,9,
1937-04-23,Friday,9,
1937-04-24,Saturday,3,
1937-04-25,Sunday,0,Sunday
1937-04-26,Monday,0,Anzac Day
1937-04-27,Tuesday,9,
1937-04-28,Wednesday,9,
1937-04-29,Thursday,9,
1937-04-30,Friday,9,
1937-05-01,Saturday,3,
1937-05-02,Sunday,0,Sunday
1937-05-03,Monday,9,
1937-05-04,Tuesday,9,
1937-05-05,Wednesday,9,
1937-05-06,Thursday,9,
1937-05-07,Friday,9,
1937-05-08,Saturday,3,
1937-05-09,Sunday,0,Sunday
1937-05-10,Monday,9,
1937-05-11,Tuesday,9,
1937-05-12,Wednesday,0,Coronation
1937-05-13,Thursday,9,
1937-05-14,Friday,9,
1937-05-15,Saturday,3,
1937-05-16,Sunday,0,Sunday
1937-05-17,Monday,9,
1937-05-18,Tuesday,9,
1937-05-19,Wednesday,9,
1937-05-20,Thursday,9,
1937-05-21,Friday,9,
1937-05-22,Saturday,3,
1937-05-23,Sunday,0,Sunday
1937-05-24,Monday,9,
1937-05-25,Tuesday,9,
1937-05-26,Wednesday,9,
1937-05-27,Thursday,9,
1937-05-28,Friday,7,
1937-05-29,Saturday,3,
1937-05-30,Sunday,0,Sunday
1937-05-31,Monday,9,
1937-06-01,Tuesday,9,
1937-06-02,Wednesday,9,
1937-06-03,Thursday,9,
1937-06-04,Friday,9,
1937-06-05,Saturday,3,
1937-06-06,Sunday,0,Sunday
1937-06-07,Monday,9,
1937-06-08,Tuesday,9,
1937-06-09,Wednesday,9,
1937-06-10,Thursday,9,
1937-06-11,Friday,9,
1937-06-12,Saturday,3,
1937-06-13,Sunday,0,Sunday
1937-06-14,Monday,9,
1937-06-15,Tuesday,9,
1937-06-16,Wednesday,9,
1937-06-17,Thursday,9,
1937-06-18,Friday,9,
1937-06-19,Saturday,3,
1937-06-20,Sunday,0,Sunday
1937-06-21,Monday,9,
1937-06-22,Tuesday,9,
1937-06-23,Wednesday,9,
1937-06-24,Thursday,9,
1937-06-25,Friday,9,
1937-06-26,Saturday,3,
1937-06-27,Sunday,0,Sunday
1937-06-28,Monday,9,
1937-06-29,Tuesday,9,
1937-06-30,Wednesday,9,
1937-07-01,Thursday,9,
1937-07-02,Friday,9,
1937-07-03,Saturday,3,
1937-07-04,Sunday,0,Sunday
1937-07-05,Monday,9,
1937-07-06,Tuesday,9,
1937-07-07,Wednesday,9,
1937-07-08,Thursday,9,
1937-07-09,Friday,9,
1937-07-10,Saturday,3,
1937-07-11,Sunday,0,Sunday
1937-07-12,Monday,9,
1937-07-13,Tuesday,9,
1937-07-14,Wednesday,9,
1937-07-15,Thursday,9,
1937-07-16,Friday,9,
1937-07-17,Saturday,3,
1937-07-18,Sunday,0,Sunday
1937-07-19,Monday,9,
1937-07-20,Tuesday,9,
1937-07-21,Wednesday,9,
1937-07-22,Thursday,9,
1937-07-23,Friday,9,
1937-07-24,Saturday,3,
1937-07-25,Sunday,0,Sunday
1937-07-26,Monday,9,
1937-07-27,Tuesday,9,
1937-07-28,Wednesday,9,
1937-07-29,Thursday,9,
1937-07-30,Friday,9,
1937-07-31,Saturday,3,
1937-08-01,Sunday,0,Sunday
1937-08-02,Monday,0,Bank Holiday
1937-08-03,Tuesday,9,
1937-08-04,Wednesday,9,
1937-08-05,Thursday,9,
1937-08-06,Friday,9,
1937-08-07,Saturday,3,
1937-08-08,Sunday,0,Sunday
1937-08-09,Monday,6,
1937-08-10,Tuesday,9,
1937-08-11,Wednesday,9,
1937-08-12,Thursday,9,
1937-08-13,Friday,9,
1937-08-14,Saturday,3,
1937-08-15,Sunday,0,Sunday
1937-08-16,Monday,9,
1937-08-17,Tuesday,9,
1937-08-18,Wednesday,9,
1937-08-19,Thursday,9,
1937-08-20,Friday,9,
1937-08-21,Saturday,3,
1937-08-22,Sunday,0,Sunday
1937-08-23,Monday,9,
1937-08-24,Tuesday,9,
1937-08-25,Wednesday,9,
1937-08-26,Thursday,9,
1937-08-27,Friday,9,
1937-08-28,Saturday,3,
1937-08-29,Sunday,0,Sunday
1937-08-30,Monday,9,
1937-08-31,Tuesday,9,
1937-09-01,Wednesday,9,
1937-09-02,Thursday,9,
1937-09-03,Friday,9,
1937-09-04,Saturday,3,
1937-09-05,Sunday,0,Sunday
1937-09-06,Monday,9,
1937-09-07,Tuesday,9,
1937-09-08,Wednesday,9,
1937-09-09,Thursday,9,
1937-09-10,Friday,9,
1937-09-11,Saturday,3,
1937-09-12,Sunday,0,Sunday
1937-09-13,Monday,9,
1937-09-14,Tuesday,9,
1937-09-15,Wednesday,9,
1937-09-16,Thursday,9,
1937-09-17,Friday,9,
1937-09-18,Saturday,3,
1937-09-19,Sunday,0,Sunday
1937-09-20,Monday,9,
1937-09-21,Tuesday,9,
1937-09-22,Wednesday,9,
1937-09-23,Thursday,9,
1937-09-24,Friday,9,
1937-09-25,Saturday,3,
1937-09-26,Sunday,0,Sunday
1937-09-27,Monday,9,
1937-09-28,Tuesday,9,
1937-09-29,Wednesday,9,
1937-09-30,Thursday,9,
1937-10-01,Friday,9,
1937-10-02,Saturday,3,
1937-10-03,Sunday,0,Sunday
1937-10-04,Monday,0,Labour Day
1937-10-05,Tuesday,9,
1937-10-06,Wednesday,9,
1937-10-07,Thursday,9,
1937-10-08,Friday,9,
1937-10-09,Saturday,3,
1937-10-10,Sunday,0,Sunday
1937-10-11,Monday,9,
1937-10-12,Tuesday,9,
1937-10-13,Wednesday,9,
1937-10-14,Thursday,9,
1937-10-15,Friday,9,
1937-10-16,Saturday,3,
1937-10-17,Sunday,0,Sunday
1937-10-18,Monday,9,
1937-10-19,Tuesday,9,
1937-10-20,Wednesday,9,
1937-10-21,Thursday,9,
1937-10-22,Friday,9,
1937-10-23,Saturday,3,
1937-10-24,Sunday,0,Sunday
1937-10-25,Monday,9,
1937-10-26,Tuesday,9,
1937-10-27,Wednesday,9,
1937-10-28,Thursday,9,
1937-10-29,Friday,9,
1937-10-30,Saturday,3,
1937-10-31,Sunday,0,Sunday
1937-11-01,Monday,9,
1937-11-02,Tuesday,9,
1937-11-03,Wednesday,9,
1937-11-04,Thursday,9,
1937-11-05,Friday,9,
1937-11-06,Saturday,3,
1937-11-07,Sunday,0,Sunday
1937-11-08,Monday,9,
1937-11-09,Tuesday,9,
1937-11-10,Wednesday,9,
1937-11-11,Thursday,9,
1937-11-12,Friday,9,
1937-11-13,Saturday,3,
1937-11-14,Sunday,0,Sunday
1937-11-15,Monday,9,
1937-11-16,Tuesday,9,
1937-11-17,Wednesday,9,
1937-11-18,Thursday,9,
1937-11-19,Friday,9,
1937-11-20,Saturday,3,
1937-11-21,Sunday,0,Sunday
1937-11-22,Monday,9,
1937-11-23,Tuesday,9,
1937-11-24,Wednesday,9,
1937-11-25,Thursday,9,
1937-11-26,Friday,9,
1937-11-27,Saturday,3,
1937-11-28,Sunday,0,Sunday
1937-11-29,Monday,9,
1937-11-30,Tuesday,9,
1937-12-01,Wednesday,9,
1937-12-02,Thursday,9,
1937-12-03,Friday,9,
1937-12-04,Saturday,3,
1937-12-05,Sunday,0,Sunday
1937-12-06,Monday,9,
1937-12-07,Tuesday,9,
1937-12-08,Wednesday,9,
1937-12-09,Thursday,9,
1937-12-10,Friday,9,
1937-12-11,Saturday,3,
1937-12-12,Sunday,0,Sunday
1937-12-13,Monday,9,
1937-12-14,Tuesday,9,
1937-12-15,Wednesday,9,
1937-12-16,Thursday,9,
1937-12-17,Friday,9,
1937-12-18,Saturday,3,
1937-12-19,Sunday,0,Sunday
1937-12-20,Monday,9,
1937-12-21,Tuesday,9,
1937-12-22,Wednesday,9,
1937-12-23,Thursday,6,
1937-12-24,Friday,0,No pages
1937-12-25,Saturday,0,Christmas Day
1937-12-26,Sunday,0,Sunday
1937-12-27,Monday,0,Boxing Day
1937-12-28,Tuesday,0,No pages
1937-12-29,Wednesday,0,No pages
1937-12-30,Thursday,0,No pages
1937-12-31,Friday,0,No pages
1938-01-01,Saturday,0,New Years day
1938-01-02,Sunday,0,Sunday
1938-01-03,Monday,0,No pages
1938-01-04,Tuesday,0,No pages
1938-01-05,Wednesday,9,
1938-01-06,Thursday,9,
1938-01-07,Friday,9,
1938-01-08,Saturday,3,
1938-01-09,Sunday,0,Sunday
1938-01-10,Monday,9,
1938-01-11,Tuesday,9,
1938-01-12,Wednesday,9,
1938-01-13,Thursday,9,
1938-01-14,Friday,9,
1938-01-15,Saturday,3,
1938-01-16,Sunday,0,Sunday
1938-01-17,Monday,9,
1938-01-18,Tuesday,9,
1938-01-19,Wednesday,9,
1938-01-20,Thursday,9,
1938-01-21,Friday,9,
1938-01-22,Saturday,3,
1938-01-23,Sunday,0,Sunday
1938-01-24,Monday,9,
1938-01-25,Tuesday,9,
1938-01-26,Wednesday,0,Anniversary Day
1938-01-27,Thursday,9,
1938-01-28,Friday,9,
1938-01-29,Saturday,3,
1938-01-30,Sunday,0,Sunday
1938-01-31,Monday,9,
1938-02-01,Tuesday,9,
1938-02-02,Wednesday,9,
1938-02-03,Thursday,9,
1938-02-04,Friday,9,
1938-02-05,Saturday,3,
1938-02-06,Sunday,0,Sunday
1938-02-07,Monday,9,
1938-02-08,Tuesday,9,
1938-02-09,Wednesday,9,
1938-02-10,Thursday,9,
1938-02-11,Friday,9,
1938-02-12,Saturday,3,
1938-02-13,Sunday,0,Sunday
1938-02-14,Monday,9,
1938-02-15,Tuesday,9,
1938-02-16,Wednesday,9,
1938-02-17,Thursday,9,
1938-02-18,Friday,9,
1938-02-19,Saturday,3,
1938-02-20,Sunday,0,Sunday
1938-02-21,Monday,9,
1938-02-22,Tuesday,9,
1938-02-23,Wednesday,9,
1938-02-24,Thursday,9,
1938-02-25,Friday,9,
1938-02-26,Saturday,3,
1938-02-27,Sunday,0,Sunday
1938-02-28,Monday,9,
1938-03-01,Tuesday,9,
1938-03-02,Wednesday,9,
1938-03-03,Thursday,9,
1938-03-04,Friday,9,
1938-03-05,Saturday,3,
1938-03-06,Sunday,0,Sunday
1938-03-07,Monday,9,
1938-03-08,Tuesday,9,
1938-03-09,Wednesday,9,
1938-03-10,Thursday,9,
1938-03-11,Friday,9,
1938-03-12,Saturday,3,
1938-03-13,Sunday,0,Sunday
1938-03-14,Monday,9,
1938-03-15,Tuesday,9,
1938-03-16,Wednesday,9,
1938-03-17,Thursday,9,
1938-03-18,Friday,9,
1938-03-19,Saturday,3,
1938-03-20,Sunday,0,Sunday
1938-03-21,Monday,9,
1938-03-22,Tuesday,9,
1938-03-23,Wednesday,9,
1938-03-24,Thursday,9,
1938-03-25,Friday,9,
1938-03-26,Saturday,3,
1938-03-27,Sunday,0,Sunday
1938-03-28,Monday,9,
1938-03-29,Tuesday,9,
1938-03-30,Wednesday,9,
1938-03-31,Thursday,9,
1938-04-01,Friday,9,
1938-04-02,Saturday,3,
1938-04-03,Sunday,0,Sunday
1938-04-04,Monday,9,
1938-04-05,Tuesday,9,
1938-04-06,Wednesday,9,
1938-04-07,Thursday,9,
1938-04-08,Friday,9,
1938-04-09,Saturday,3,
1938-04-10,Sunday,0,Sunday
1938-04-11,Monday,9,
1938-04-12,Tuesday,9,
1938-04-13,Wednesday,6,
1938-04-14,Thursday,0,Thursday before Easter
1938-04-15,Friday,0,Good Friday
1938-04-16,Saturday,0,Easter Saturday
1938-04-17,Sunday,0,Sunday
1938-04-18,Monday,0,Easter Monday
1938-04-19,Tuesday,0,Easter Tuesday
1938-04-20,Wednesday,0,Easter Wednesday
1938-04-21,Thursday,9,
1938-04-22,Friday,9,
1938-04-23,Saturday,3,
1938-04-24,Sunday,0,Sunday
1938-04-25,Monday,0,Anzac Day
1938-04-26,Tuesday,9,
1938-04-27,Wednesday,9,
1938-04-28,Thursday,9,
1938-04-29,Friday,9,
1938-04-30,Saturday,3,
1938-05-01,Sunday,0,Sunday
1938-05-02,Monday,9,
1938-05-03,Tuesday,9,
1938-05-04,Wednesday,9,
1938-05-05,Thursday,9,
1938-05-06,Friday,9,
1938-05-07,Saturday,3,
1938-05-08,Sunday,0,Sunday
1938-05-09,Monday,9,
1938-05-10,Tuesday,9,
1938-05-11,Wednesday,9,
1938-05-12,Thursday,9,
1938-05-13,Friday,9,
1938-05-14,Saturday,3,
1938-05-15,Sunday,0,Sunday
1938-05-16,Monday,9,
1938-05-17,Tuesday,9,
1938-05-18,Wednesday,9,
1938-05-19,Thursday,9,
1938-05-20,Friday,9,
1938-05-21,Saturday,3,
1938-05-22,Sunday,0,Sunday
1938-05-23,Monday,9,
1938-05-24,Tuesday,9,
1938-05-25,Wednesday,9,
1938-05-26,Thursday,9,
1938-05-27,Friday,9,
1938-05-28,Saturday,3,
1938-05-29,Sunday,0,Sunday
1938-05-30,Monday,9,
1938-05-31,Tuesday,9,
1938-06-01,Wednesday,9,
1938-06-02,Thursday,9,
1938-06-03,Friday,9,
1938-06-04,Saturday,3,
1938-06-05,Sunday,0,Sunday
1938-06-06,Monday,9,
1938-06-07,Tuesday,9,
1938-06-08,Wednesday,9,
1938-06-09,Thursday,9,
1938-06-10,Friday,9,
1938-06-11,Saturday,3,
1938-06-12,Sunday,0,Sunday
1938-06-13,Monday,0,King's Birthday
1938-06-14,Tuesday,9,
1938-06-15,Wednesday,9,
1938-06-16,Thursday,9,
1938-06-17,Friday,9,
1938-06-18,Saturday,3,
1938-06-19,Sunday,0,Sunday
1938-06-20,Monday,9,
1938-06-21,Tuesday,9,
1938-06-22,Wednesday,9,
1938-06-23,Thursday,9,
1938-06-24,Friday,9,
1938-06-25,Saturday,3,
1938-06-26,Sunday,0,Sunday
1938-06-27,Monday,9,
1938-06-28,Tuesday,9,
1938-06-29,Wednesday,9,
1938-06-30,Thursday,9,
1938-07-01,Friday,9,
1938-07-02,Saturday,3,
1938-07-03,Sunday,0,Sunday
1938-07-04,Monday,8,
1938-07-05,Tuesday,9,
1938-07-06,Wednesday,9,
1938-07-07,Thursday,9,
1938-07-08,Friday,9,
1938-07-09,Saturday,3,
1938-07-10,Sunday,0,Sunday
1938-07-11,Monday,9,
1938-07-12,Tuesday,9,
1938-07-13,Wednesday,9,
1938-07-14,Thursday,9,
1938-07-15,Friday,9,
1938-07-16,Saturday,3,
1938-07-17,Sunday,0,Sunday
1938-07-18,Monday,9,
1938-07-19,Tuesday,9,
1938-07-20,Wednesday,9,
1938-07-21,Thursday,9,
1938-07-22,Friday,9,
1938-07-23,Saturday,3,
1938-07-24,Sunday,0,Sunday
1938-07-25,Monday,9,
1938-07-26,Tuesday,9,
1938-07-27,Wednesday,9,
1938-07-28,Thursday,9,
1938-07-29,Friday,9,
1938-07-30,Saturday,3,
1938-07-31,Sunday,0,Sunday
1938-08-01,Monday,0,Bank Holiday
1938-08-02,Tuesday,9,
1938-08-03,Wednesday,9,
1938-08-04,Thursday,9,
1938-08-05,Friday,9,
1938-08-06,Saturday,3,
1938-08-07,Sunday,0,Sunday
1938-08-08,Monday,9,
1938-08-09,Tuesday,9,
1938-08-10,Wednesday,9,
1938-08-11,Thursday,9,
1938-08-12,Friday,9,
1938-08-13,Saturday,3,
1938-08-14,Sunday,0,Sunday
1938-08-15,Monday,9,
1938-08-16,Tuesday,9,
1938-08-17,Wednesday,9,
1938-08-18,Thursday,9,
1938-08-19,Friday,9,
1938-08-20,Saturday,3,
1938-08-21,Sunday,0,Sunday
1938-08-22,Monday,9,
1938-08-23,Tuesday,9,
1938-08-24,Wednesday,9,
1938-08-25,Thursday,9,
1938-08-26,Friday,9,
1938-08-27,Saturday,3,
1938-08-28,Sunday,0,Sunday
1938-08-29,Monday,9,
1938-08-30,Tuesday,9,
1938-08-31,Wednesday,9,
1938-09-01,Thursday,9,
1938-09-02,Friday,9,
1938-09-03,Saturday,3,
1938-09-04,Sunday,0,Sunday
1938-09-05,Monday,9,
1938-09-06,Tuesday,9,
1938-09-07,Wednesday,9,
1938-09-08,Thursday,9,
1938-09-09,Friday,9,
1938-09-10,Saturday,3,
1938-09-11,Sunday,0,Sunday
1938-09-12,Monday,9,
1938-09-13,Tuesday,9,
1938-09-14,Wednesday,9,
1938-09-15,Thursday,9,
1938-09-16,Friday,9,
1938-09-17,Saturday,3,
1938-09-18,Sunday,0,Sunday
1938-09-19,Monday,9,
1938-09-20,Tuesday,9,
1938-09-21,Wednesday,9,
1938-09-22,Thursday,9,
1938-09-23,Friday,9,
1938-09-24,Saturday,3,
1938-09-25,Sunday,0,Sunday
1938-09-26,Monday,9,
1938-09-27,Tuesday,9,
1938-09-28,Wednesday,9,
1938-09-29,Thursday,9,
1938-09-30,Friday,9,
1938-10-01,Saturday,3,
1938-10-02,Sunday,0,Sunday
1938-10-03,Monday,0,Labour Day
1938-10-04,Tuesday,9,
1938-10-05,Wednesday,9,
1938-10-06,Thursday,9,
1938-10-07,Friday,9,
1938-10-08,Saturday,3,
1938-10-09,Sunday,0,Sunday
1938-10-10,Monday,9,
1938-10-11,Tuesday,9,
1938-10-12,Wednesday,9,
1938-10-13,Thursday,9,
1938-10-14,Friday,9,
1938-10-15,Saturday,3,
1938-10-16,Sunday,0,Sunday
1938-10-17,Monday,9,
1938-10-18,Tuesday,9,
1938-10-19,Wednesday,9,
1938-10-20,Thursday,9,
1938-10-21,Friday,9,
1938-10-22,Saturday,3,
1938-10-23,Sunday,0,Sunday
1938-10-24,Monday,9,
1938-10-25,Tuesday,9,
1938-10-26,Wednesday,9,
1938-10-27,Thursday,9,
1938-10-28,Friday,10,
1938-10-29,Saturday,3,
1938-10-30,Sunday,0,Sunday
1938-10-31,Monday,9,
1938-11-01,Tuesday,8,
1938-11-02,Wednesday,9,
1938-11-03,Thursday,9,
1938-11-04,Friday,9,
1938-11-05,Saturday,3,
1938-11-06,Sunday,0,Sunday
1938-11-07,Monday,9,
1938-11-08,Tuesday,9,
1938-11-09,Wednesday,9,
1938-11-10,Thursday,9,
1938-11-11,Friday,9,
1938-11-12,Saturday,3,
1938-11-13,Sunday,0,Sunday
1938-11-14,Monday,9,
1938-11-15,Tuesday,9,
1938-11-16,Wednesday,9,
1938-11-17,Thursday,9,
1938-11-18,Friday,9,
1938-11-19,Saturday,3,
1938-11-20,Sunday,0,Sunday
1938-11-21,Monday,9,
1938-11-22,Tuesday,9,
1938-11-23,Wednesday,9,
1938-11-24,Thursday,9,
1938-11-25,Friday,9,
1938-11-26,Saturday,3,
1938-11-27,Sunday,0,Sunday
1938-11-28,Monday,9,
1938-11-29,Tuesday,9,
1938-11-30,Wednesday,9,
1938-12-01,Thursday,9,
1938-12-02,Friday,9,
1938-12-03,Saturday,3,
1938-12-04,Sunday,0,Sunday
1938-12-05,Monday,9,
1938-12-06,Tuesday,9,
1938-12-07,Wednesday,9,
1938-12-08,Thursday,9,
1938-12-09,Friday,9,
1938-12-10,Saturday,3,
1938-12-11,Sunday,0,Sunday
1938-12-12,Monday,9,
1938-12-13,Tuesday,9,
1938-12-14,Wednesday,9,
1938-12-15,Thursday,9,
1938-12-16,Friday,9,
1938-12-17,Saturday,3,
1938-12-18,Sunday,0,Sunday
1938-12-19,Monday,9,
1938-12-20,Tuesday,9,
1938-12-21,Wednesday,9,
1938-12-22,Thursday,6,
1938-12-23,Friday,0,No pages
1938-12-24,Saturday,0,No pages
1938-12-25,Sunday,0,Sunday
1938-12-26,Monday,0,Christmas Day
1938-12-27,Tuesday,0,Boxing Day
1938-12-28,Wednesday,0,No pages
1938-12-29,Thursday,0,No pages
1938-12-30,Friday,0,No pages
1938-12-31,Saturday,0,No pages
1939-01-01,Sunday,0,Sunday
1939-01-02,Monday,0,New Years day
1939-01-03,Tuesday,9,
1939-01-04,Wednesday,9,
1939-01-05,Thursday,9,
1939-01-06,Friday,9,
1939-01-07,Saturday,3,
1939-01-08,Sunday,0,Sunday
1939-01-09,Monday,9,
1939-01-10,Tuesday,9,
1939-01-11,Wednesday,9,
1939-01-12,Thursday,9,
1939-01-13,Friday,9,
1939-01-14,Saturday,3,
1939-01-15,Sunday,0,Sunday
1939-01-16,Monday,9,
1939-01-17,Tuesday,9,
1939-01-18,Wednesday,9,
1939-01-19,Thursday,9,
1939-01-20,Friday,9,
1939-01-21,Saturday,3,
1939-01-22,Sunday,0,Sunday
1939-01-23,Monday,9,
1939-01-24,Tuesday,9,
1939-01-25,Wednesday,9,
1939-01-26,Thursday,9,
1939-01-27,Friday,9,
1939-01-28,Saturday,3,
1939-01-29,Sunday,0,Sunday
1939-01-30,Monday,0,Anniversary Day
1939-01-31,Tuesday,9,
1939-02-01,Wednesday,9,
1939-02-02,Thursday,9,
1939-02-03,Friday,9,
1939-02-04,Saturday,3,
1939-02-05,Sunday,0,Sunday
1939-02-06,Monday,9,
1939-02-07,Tuesday,9,
1939-02-08,Wednesday,9,
1939-02-09,Thursday,9,
1939-02-10,Friday,9,
1939-02-11,Saturday,3,
1939-02-12,Sunday,0,Sunday
1939-02-13,Monday,9,
1939-02-14,Tuesday,9,
1939-02-15,Wednesday,9,
1939-02-16,Thursday,9,
1939-02-17,Friday,9,
1939-02-18,Saturday,3,
1939-02-19,Sunday,0,Sunday
1939-02-20,Monday,9,
1939-02-21,Tuesday,9,
1939-02-22,Wednesday,9,
1939-02-23,Thursday,9,
1939-02-24,Friday,9,
1939-02-25,Saturday,3,
1939-02-26,Sunday,0,Sunday
1939-02-27,Monday,9,
1939-02-28,Tuesday,9,
1939-03-01,Wednesday,9,
1939-03-02,Thursday,9,
1939-03-03,Friday,9,
1939-03-04,Saturday,3,
1939-03-05,Sunday,0,Sunday
1939-03-06,Monday,9,
1939-03-07,Tuesday,9,
1939-03-08,Wednesday,6,
1939-03-09,Thursday,9,
1939-03-10,Friday,9,
1939-03-11,Saturday,3,
1939-03-12,Sunday,0,Sunday
1939-03-13,Monday,9,
1939-03-14,Tuesday,9,
1939-03-15,Wednesday,9,
1939-03-16,Thursday,9,
1939-03-17,Friday,9,
1939-03-18,Saturday,3,
1939-03-19,Sunday,0,Sunday
1939-03-20,Monday,9,
1939-03-21,Tuesday,9,
1939-03-22,Wednesday,9,
1939-03-23,Thursday,9,
1939-03-24,Friday,9,
1939-03-25,Saturday,3,
1939-03-26,Sunday,0,Sunday
1939-03-27,Monday,9,
1939-03-28,Tuesday,9,
1939-03-29,Wednesday,9,
1939-03-30,Thursday,9,
1939-03-31,Friday,9,
1939-04-01,Saturday,3,
1939-04-02,Sunday,0,Sunday
1939-04-03,Monday,9,
1939-04-04,Tuesday,9,
1939-04-05,Wednesday,9,
1939-04-06,Thursday,9,
1939-04-07,Friday,0,Good Friday
1939-04-08,Saturday,0,Easter Saturday
1939-04-09,Sunday,0,Sunday
1939-04-10,Monday,0,Easter Monday
1939-04-11,Tuesday,3,
1939-04-12,Wednesday,9,
1939-04-13,Thursday,9,
1939-04-14,Friday,9,
1939-04-15,Saturday,3,
1939-04-16,Sunday,0,Sunday
1939-04-17,Monday,9,
1939-04-18,Tuesday,9,
1939-04-19,Wednesday,9,
1939-04-20,Thursday,9,
1939-04-21,Friday,9,
1939-04-22,Saturday,3,
1939-04-23,Sunday,0,Sunday
1939-04-24,Monday,9,
1939-04-25,Tuesday,0,Anzac Day
1939-04-26,Wednesday,9,
1939-04-27,Thursday,9,
1939-04-28,Friday,9,
1939-04-29,Saturday,3,
1939-04-30,Sunday,0,Sunday
1939-05-01,Monday,9,
1939-05-02,Tuesday,9,
1939-05-03,Wednesday,9,
1939-05-04,Thursday,9,
1939-05-05,Friday,9,
1939-05-06,Saturday,3,
1939-05-07,Sunday,0,Sunday
1939-05-08,Monday,9,
1939-05-09,Tuesday,9,
1939-05-10,Wednesday,6,
1939-05-11,Thursday,9,
1939-05-12,Friday,9,
1939-05-13,Saturday,3,
1939-05-14,Sunday,0,Sunday
1939-05-15,Monday,9,
1939-05-16,Tuesday,9,
1939-05-17,Wednesday,9,
1939-05-18,Thursday,9,
1939-05-19,Friday,9,
1939-05-20,Saturday,3,
1939-05-21,Sunday,0,Sunday
1939-05-22,Monday,9,
1939-05-23,Tuesday,9,
1939-05-24,Wednesday,9,
1939-05-25,Thursday,9,
1939-05-26,Friday,9,
1939-05-27,Saturday,3,
1939-05-28,Sunday,0,Sunday
1939-05-29,Monday,9,
1939-05-30,Tuesday,9,
1939-05-31,Wednesday,9,
1939-06-01,Thursday,9,
1939-06-02,Friday,9,
1939-06-03,Saturday,3,
1939-06-04,Sunday,0,Sunday
1939-06-05,Monday,9,
1939-06-06,Tuesday,9,
1939-06-07,Wednesday,9,
1939-06-08,Thursday,9,
1939-06-09,Friday,9,
1939-06-10,Saturday,3,
1939-06-11,Sunday,0,Sunday
1939-06-12,Monday,0,King's Birthday
1939-06-13,Tuesday,9,
